,text,labels
13707,eles vivem no pais dasmaravilhas. pena que esse covid nao pegou nessa raca de politico e juiz do stf. contar com virus chines pra fazer o servico e uma merda. ,1.0
17953,guerra por vacinas por que china e eua querem coisas opostas com trunfo contra covid- ? ,0.0
130,enquanto isso na china... coronavirus coronavirus coronavirusupdate ,0.0
15498,covid- china pede que empresas de alimentos elevem estoques ,0.0
1418,"saiba como o coronavirus impactou as economias chinesa e global as exportacoes da china cairam , nos primeiros meses deste ano, segundo conta, hoje, o jornalista mauricio ferro, do site poder , de quem e o texto a seguir by polibio braga ",0.0
10538," carlosbolsonaro josemedeirosmt jairbolsonaro -vamos examinar as mascaras que virao da china, o estados unidos depois que foram distribuidas os casos do covid- alimentaram muito!- ",0.0
9752, jdoriajr nessas mortes estao inclusas acidentes de transito por covid- homicidio por covid- atropelamento por covid- e assim vai essa politicagem em cima do virus chines.,0.0
9922,trump alerta a china sobre consequencias por surto da covid- ,0.0
11092,"vale ler the myth of china capitalism, de dexter roberts. detalha as reformas economicas adotadas pelo pcc e como esse sistema hibrido tem falhado. apesar da economia pulsante nas ult. decadas e antes da pandemia do coronavirus , desigualdade e outros problemas ameacam o modelo.",0.0
20683," jdoriajr assinou um contrato de desenvolvimento da vacina para covid, com a sinovac, da china, e o instituto butanta. a vacina tem o nome de coronavac. o contrato foi assinado em agosto de . ",0.0
3419,"cliente do meu pai hj falando que coronavirus era tudo mentira, coisa inventada da china e da russia contra os eua ",0.0
2549,"apesar de a cidade de wuhan ser considerada como o epicentro da pandemia, o regime comunista da china agora alega que o coronavirus nao surgiu necessariamente por la. ",0.0
1364,um hotel com pacientes com coronavirus desabou na china. ,0.0
3682,"o deputado caleromarcelo decidiu levar eduardo bolsonaro ao conselho de etica da camara federal, apos as declaracoes desastrosas do filho do presidente contra a china. diplomacia nao e para voce meu caro!! , disse. coronavirus cidadania ",0.0
11895,"tres indicadores tristes, hoje. - obitos registrados no dia - passamos a china em numero de mortes por covid- - am ultrapassa a marca de . casos para cada milhao de habitantes. ",0.0
17078, g e memo e? a mesma oms que disse que o virus nao se espalhava entre as pessoas? que segurou a informacao sobre o virus a pedido da china permitindo se espalhar pelo mundo? que disse pra todo mundo ficar trancado em casa e depois disse que o foco do covid estava nas casas? sei.,0.0
6752,bbb prior estrupador manu babu bolsonaro got comeback coronavirus jikook taekook au bts enfeites a thread mo squad jungkook selca blackpink itzy loona corona virus coreia china rainha elizabeth annita whatsapp instagram la casa de papel disband bio fc nsfw preso cadeia neymar ,0.0
12213,australia pede grande investigacao sobre abordagem da china e oms no surto de coronavirus.,0.0
7710,"qualquer experiencia global em gestao da saude. ficou facil entender porque a oms ajudou a encobriu a negligencia da china no inicio do novo coronavirus. o outro facto e que a etiopia, pais natal do dg da oms e totalmente dependente financeiramente da china. ",0.0
14724," anholeto knalquestionese cauemacris pois e o povo ta muito passivo, o ditadoria n mandou o povo usar mascaras no carnaval dos infectados do virus chines covid- ...",1.0
6665,"lcmb o mesmo numero da china em fevereiro mas com um mes de atraso alemanha ihs markit pmi composto cai a em marco, minima historica, com coronavirus - broadcast ",0.0
3031,"industria da china tomba , cm e mostra devastacao do coronavirus ",0.0
7697,coronavirus a china inunda a europa com equipamentos medicos defeituosos ,0.0
4784,nome corona sobrenome virus apelido covid idade nacionalidade china status de relacionamento pegando td mundo,0.0
1339,"em meio a coronavirus, exportacoes da china despencam , no primeiro bimestre de ",0.0
4051,se o coronavirus ja ta assustado a china ja esta preparando o ,0.0
10055,"china lucra com o coronavirus, diz assessor da casa branca - renova midia via renovamidia",0.0
20878,"meu deus, china com novos casos de covid- ",0.0
3327,bom lembrar que na china por causa do coronavirus a poluicao no ar diminuiu drasticamente,0.0
17503,kai-fu lee explica como inteligencia artificial ajuda china a combater covid- ,0.0
18347,legiao urbana - perfeicao vamos celebrar a estupidez humana goergefloyd kukluxklan covid bolsonaro lula northkorea china pandemia trump anonymous onu chernobyl africa money oms stf racism traffic year ,0.0
1235,china registra mortes por coronavirus e aumento de novos casos fora do epicentro via sputnik brasil,0.0
4143, lhmandetta estao todos calados com a doacao de milhoes de trump! foram correndo pedir lamber o cu da china sendo a china e a culpada por deixar o coronavirus se espalhar,0.0
19373,"evitando as noticias, mas toda vez que minha mae ve alguma noticia do covid ela xinga os chineses com tanto fervor",0.0
7608," calilcomc drtedros brilhante oms afirma que epidemia do coronavirus esta controlada no resto do mundo porta-voz da organizacao mundial da saude disse que nao ha aumentos dramaticos de transmissao fora da china , alem dos casos de embarcacao isolada em porto no japao. por g h ",0.0
5670,hi fly e tap vao a china buscar suprimentos para o combate a covid- em portugal via aero in,0.0
8346," brunao pereira china e uma das principais potencia mundial, essa passagem do coronavirus la nao fez nem cocegas na economia chinesa, o pau ta quebrando la e ela ta comprando o mundo. acredita mesmo que a economia da china foi impactada? eu nao acredito.",0.0
18162," lucianohuck a china comunista prepara um novo ataque a humanidade, o srv-cov- , uma versao mais potente e letal do covide . suspeita da cia. eua rompe com a oms e prepara retaliacoes a china. ha suspeita que o novo covid - circula na correa. ",0.0
23394,covid- china ja fez tres milhoes de testes na segunda vaga de contagio ,0.0
9098," willmartins donareginaa a hidrocloroquina nao tem patente, ou seja se o estudo desse certo a industria farmaceutica nao lucraria com ele, outra coisa muito estranha e que a propria oms designou a fiocruz como referencia no combate ao covid nas americas, ou seja tem o dedo da china nisso dai....",0.0
6428,"coronavirus china subnotificou casos e mortes, diz inteligencia dos eua ",0.0
10020,coronavirus brasil recebe quinto aviao com insumos comprados pela vale na china. ,0.0
17152, veja radaronline balela o isolamento dos usa ocorreu com a china e com europa e de acordo com o nivel de contaminacao do coronavirus que e o virus chines ou covid- ,1.0
4958,"noticias covid- eduardo bolsonaro a culpa e da china eduardo bolsonaro tambem nunca quis ofender o povo chines, eles interpretaram errado ???????????????? ",0.0
2518,militares dos eua levaram coronavirus para a china? ,0.0
10921,exame vacina em teste protege macacos de coronavirus na china. via googlenews,0.0
3953,"hoje, a entrevista de bolsonaro sobre a china foi um atroz sincericidio, so explicad pela subserviencia aos eua aliada a alienacao quanto aos interesses do brasil. o que nasceu na china foi a solidariedade internacional diante do coronavirus a acao chinesa na italia e a prova. ",0.0
4911, . mortes por coronavirus na china. ninguem pediu a renuncia do presidente. . mortes por coronavirus na italia. ninguem pediu a renuncia do presidente. mortes por coronavirus na espanha. ninguem pediu a renuncia do primeiro ministro!,0.0
16797,"ao falar sobre a crise economica gerada pelo coronavirus e que ja atingia o pais, o ministro da economia paulo guedes fez, em reuniao, uma serie de avaliacoes criticas sobre a china, mas afirmou e aquele cara que ce sic sabe que ce sic tem que aguentar . ",0.0
18495, amas a ebola e so la no congo pois e ne meu amg coronavirus era so na china e olhe onde estamos agr???????????????,0.0
8074,covid- japao paga as empresas para retirarem producao da china em resposta a pandemia - coronavirus - jornal de negocios ,0.0
3735," realdonaldtrump se vc quiser chamar o coronavirus de virus chines pq o o caso foi na china, tera que mudar o nome da gripe espanhola para gripe norte-americana, afinal, o virus matou primeiro em kansas. deal? ",0.0
1334, triste hotel desaba na china com pessoas em quarentena por coronavirus mundo g ,0.0
23576,"mais uma esperanca contra esse virus chines remedio para hepatite c inibe replicacao de covid- , aponta fiocruz ",1.0
1776,"se o coronavirus chegou ate aqui, e tudo culpa dos ricos pobre nao viaja pra china",0.0
22332,o virus chines o covid- ja matou milhares mihoes de pessoas em todo mundo. a onu e outras instituicoes internacionais nao responsabilizaram ninguem pela matanca.,1.0
21894,nao entendo como o virus chines que veio da china kkkkk.. aqui no brasil tem mais casos que na china kkkkk.. que piada kkkkk.. pra mim esses testes ai ja vem batizados.. covid covid ,1.0
13378,atletas franceses suspeitam ter contraido coronavirus em outubro na china ,0.0
5691,"coronavirus foi criado em laboratorio ligado ao partido comunista da china em , revela video de tv italiana ",0.0
19904," ducavendish morreu pq recebe muitos turistas chineses, tem populacao idosa e foi o primeiro pais ocidental atingido pela doenca. sabia-se muito pouco. a covid se alastrou brutalmente sem ninguem conhece-la razoavelmente.",0.0
18182," carlazambelli olha, o covid- veio da china, mas acho que o stf oficial veio da china tambem. tem semelhancas com a forma de governo do local.",0.0
13553,"china expandiu a covid- p todos os paises, acabou com as estruturas de todos. agr da uma declaracao que o processo da vacina ja esta quase finalizado. coincidencia nenhuma ne????",0.0
19905, uol os respiradores da china ja chegaram? ou so serao usados para o covid- ?,0.0
1866,china registrou menor numero diario de novos casos de coronavirus desde que o pais asiatico comecou a divulgar dados oficiais do surto ,0.0
15522,china pede aumento de compra de alimentos por medo de surto de coronavirus no brasil ,0.0
18,"coronavirus poluicao na china cai drasticamente apos epidemia e a primeira vez que vejo uma queda tao dramatica em uma area tao ampla para um evento especifico , disse fei liu, pesquisadora de qualidade do ar no goddard space flight center da nasa ",0.0
11638,brasil passa a china no numero total de mortes por covid- . diariodopoder,0.0
2950,"eu admito mesmo que achei que o surto de coronavirus nao fosse ter essa dimensao global porque confiava nos esforcos chineses para conter o alastramento, mas meu erro foi achar que o resto do mundo teria o mesmo nivel de seriedade dos chineses para conter esse surto.",0.0
15610,certeza que toda vez que aumenta o numero de mortos por covid- nos eua o donald trump diz china filha da puta comeram morcego china filha da puta ,1.0
6532,eua descobrem farsa da china com coronavirus via youtube,0.0
1370,hotel usado para quarentena de coronavirus desaba na china ,0.0
4667,nome corona sobrenome virus apelido covid idade nacionalidade china status de relacionamento pegando todo mundo kkkkkkk seguraaaa coronga coronavid ,0.0
20850,r novo surto de covid- em mercado de pequim acende alerta na china. via googlenews,0.0
4995,espanha supera china e chega a . mortos por coronavirus. ,0.0
400,brasil foi pegar a porra do coronavirus la na china e quer vim dizer que foi o empresario que trouxe kkk,0.0
461,paciente com coronavirus mais velha da china se recupera ,0.0
21786,"com mais . mortes pelo novo coronavirus, brasil tem dez vezes o numero de obitos da china ",0.0
16304," jouberth minas tem um governador que nao politizou a pandemia do covid- . na minha singela opiniao esse numero vitimas do virus chines nao e verdadeiro, e estao usando esse numero de vitimas na tentativa de continuar deixando os paulistas e paulistanos sem poder trabalhar",0.0
22477,"mundo - china deteta novos casos de coronavirus nas ultimas horas, em pequim ",0.0
858,novo coronavirus ja matou mais de mil pessoas na china ,0.0
2288," nekocora o coronavirus e uma arma biologica da china e de cuba pra abalar a economia e a moral do presidente trump, taokei pode ficar tranquilo nao lave suas maos confie no seu potencial taokei ",0.0
19725,"china avisa o publico logo depois da confirmacao da transmissao entre pessoas da covid- , diz livro branco em de janeiro, governo organizou coletiva de imprensa e confirmou que o virus poderia ser transmitido de pessoa para pessoa. ",0.0
22588," cnnbrasil q vergonha! p vcs manifestacao em defesa da democraciaos organizadores sao gleise,paulo pimenta bem os q adoram a democracia da venezuela,cuba,china,coreia d n q manifestacoes contra bolsonaro sao pequenas pr preocupacao com o coronavirus,distanciament ta bom!",0.0
8458," pedrinhofeer so pra refrescar a memoria, o covid- e culpa da china e nao resposta da mae natureza! ",0.0
22992," rconstantino rodrigo, na sua opiniao as mortes pelo covid nao deveria ser noticiada? pois no mundo todo o noticiario o destaque dos telejornais. talvez, china, coreia do norte, cuba seja omitida essa informacao e assim que vc prefere? pois aqui mesmo com tanta informacao o povo esta na praia.",0.0
18343," ivanvalente esse quer dizer oque ? mil vitimas dizimadas por virus chines ,que nao escolhem cor credo ou raca? quando negros morreram de covid ? o senhor a justica e reta nao toma pra esquerda nem pra direita",1.0
5172,"gente a china planejou tudo os coronavirus cov sao uma grande familia viral, conhecidos desde meados dos ... pela sigla sars da sindrome em ingles severe acute respiratory syndrome . ... a sars sars-cov , sendo os primeiros relatos na china em .",0.0
5882,a verdade sobre o panico intensificado acerca do virus chines tem que ser exposta ao mundo!!! bolsonarotemrazaosim downing street says china faces a reckoning over the coronavirus via mailonline,0.0
21236,"coronavirus reaparecendo na china e voces ai achando que aqui ja acabou kkkk e triste mas e real, evitem aglomeracoes galera .. bgl vai ficar de verdade !",0.0
3291,covid- e altura de portugal pedir ajuda a china - medicos de lingua portuguesa de macau ,0.0
17129,acho lindo o conceito de culpar a china comunista pelo coronavirus mas a pandemia e gracas a...... globalizacao que acontece gracas ao..... capitalismo e nem vou perguntar o numero de casos em um pais comunista a nivel coreia do norte pra nao falarem que eu defendo ditadura kk,0.0
2143, forbesbr - wuhan e instruida a retomar atividades apos recuo do coronavirus na china ,0.0
3907,a china e a culpa pelo coronavirus. e se em vez de eduardo bolsonaro fos... via youtube,0.0
3217," cnnbrasil . a china nomeia o seu melhor especialista em bioguerra militar ou seja a arma e biologica para assumir o laboratorio de virus secreto em wuhan , provocou suspeitas de que o surto de coronavirus esta ligado ao exercito de pequim.",0.0
20078,"respiradores chineses superfaturados q nao servem p pacientes de covid. niteroi gasta muito na pandemia gasta mal e de forma irresponsavel. nao e fakenews, prefeito! estou protocolando acao popular p q os cofres publicos sejam ressarcidos pelo desperdicio de , milhoes. ",0.0
14879,"mas pra mim, a melhor fake news e a que a china criou o coronavirus pra afetar os eua funcionou ???? ",0.0
9712," ary antipt isso esta escrito num post da jenniferatntd. medicos chineses, ao fazer a autopsia dos mortos por covid- , teriam descoberto q ele e uma mistura de sars com hiv. por isso que teriam muitas sequelas pulmonares, apos curados . acho q escondem isso para nao alarmar o povo.",0.0
11955,"brasil supera china em mortos por coronavirus, admite agravamento da crise, mas bolsonaro diz e dai? via elpais brasil",0.0
13691," ... os chineses nao inventaram o coronavirus como arma biologica, como estao dizendo, mas como arma psicologica. os chineses sabiam que a mortalidade do coronavirus e pequena, mas sabiam que a contaminacao sendo grande... covid via wordpressdotcom",0.0
12578,"o brasil ultrapassando a china nos casos confirmados e vitimas do covid, e o povo pedindo pra orar por bolsonaro ?????? mas eu nao vou mesmo perder meu tempo, orando por esse homem. ele que lute...",0.0
17602," gabrielcosta seudolar houve uma cautela nos paises globais por conta do covid, esse produtos exportados nao estao rendendo nem perto do que era de costume. tensao entre o ira e os eua. crise de covid na china, que e o epicentro mundial. guerra dos precos entre arabia saudita e russia. tudo influenciou",0.0
2124,macarrao coronavirus importados da china pra italia e entao difundidos pro mundo ,1.0
17211,"eu juro que sou aberto a todo tipo de debate, de gente que pensa diferente de mim, ate gosto disso, pq as vezes aprendo tambem. mas, por favor, nao me venha com um debate chamar o coronavirus de virus chines e a cloroquina de remedio do bolsonaro . ai eu perco a paciencia!",0.0
4966," ronaldocaiado caiado, esta se mostrando um completo ignoraste ou se vendeu para os chineses. a gripe mata mais de milhao de pessoas no mundo. o covid- matou infelizmente . no mundo que tem . bilhoes de pessoas. os governadora irresponsaveis nao querem voltar atras.",0.0
1843,o ministerio do exterior da china e os bracos de propaganda do pc chines irromperam em furia segunda-feira em resposta ao uso repetido do termo virus de wuhan pelo secretario de estado mike pompeo para se referir ao coronavirus chines que ja infectou mais de . pessoas. ,0.0
11064,"infografia, covid- . quatro graficos que nos comparam com o mundo dias depois do virus se tornar internacional o japao reportou um caso de covid- , o primeiro fora da china, a de janeiro deste ano. o virus espalhou-se por todo o mundo e ... ",0.0
11326, carlosjordy lula? kkkkkkk. o presidente da china? ou vamos ver maduro? o coronavirus?,0.0
2670,"coronavirus trouxe algo positivo, uma reducao drastica da poluicao na china ",0.0
16368,"foi a china, a italia, a espanha e os eua. chegou a hora!! somos o novo epicentro do coronavirus no mundo. em seu deg dia de surto, sem testes suficientes e com , de taxa de mortalidade, chegamos aos . mortos e muitas subnotificacoes. obitos nas ultimas h.",0.0
14876,coronavirus brasil registra alta de exportacoes para a china em meio a crise da covid- ,0.0
11588,"coronavirus cientistas chineses criam desinfetante que pode proteger superficies por dias. pesquisadores da universidade de hong kong hkust , na china, criaram um desinfetante que pode proporcionar protecao significativa contra bacterias e virus por ate dias. msn ",0.0
1482,"coronavirus numero de mortos ja atinge . , dos quais . em hubei na china. em seguida, aparecem italia, com , e ira com mortes. nos estados unidos ja sao contabilizadas mortes e, na america do sul, aparece a primeira morte na argentina...",0.0
5606," generalgirao . e serio que vc esta falando das irresponsabilidades dos outros governos??? quanta responsabilidade tem esse governo, hein... ministros condenados em a. instancia, bananinha brigando com a china, o outro abrigando varios milicianos, o presidente inconsequente com o coronavirus",0.0
5487,"mas como o coronavirus avanca sobre as pessoas , sobre as cidades e sobre o mundo sabemos. ele e rapido, muito mais rapido que nossa capacidade de derrota-lo. ja mostrou isso na china, na italia e agora nos eua.",0.0
19745,"importante o diretor-geral da equipe medica de especialistas epidemiologicos da china pr o enfrentamento a covid- . sr. zhong nanshan, afirmou ter avancos significativos no desenvolvimento de vacina e prever a disponibilizar para uso urgente neste outono ou ate o final do ano. ",0.0
16731,brasil guedes ministro da economia disse que china deveria financiar plano marshall para atingidos por coronavirus. ,0.0
5947, alexpachecoprof luciaguimaraes moro nao ajuda na crise do coronavirus poderia mobilizar a pf pra prender os virus ou extraditar os chineses que trouxeram essa mazela pra ca o q mais moro poderia fazer?,1.0
15059,"coronavirus china nao tem mortes ha um mes. no mundo, morreram mil pessoas ",0.0
6652,"coluna do julio c. cardoso - china, responsavel pelo coronavirus - ",0.0
5233," douglas abreus estadao a cura do covid- chegou e os pastel de flango c ensopado de morcego virusdachina tao tiste pq queria o terror mundial, falencia mundial... ",1.0
9670," agora sao os negros que estao sofrendo racismo e xenofobia por parte dos chineses, conforme apurou o jornal britanico dailymail na ultima terca-feira, via sensoinc oliver talk viruschines coronavirus ",0.0
10585," augustosnunes o virus chines realmente sera o mau menor diante do que alguns senhores estao fazendo com o brasil.tudo isso em nome da saude que sempre foi abandonada.e pior,usando numericamente a dor de milhares de pessoas para falar do coronavirus. maiainimigodobrasil ",1.0
18925,engracado vc falar kkassim de racismo mas ngm esqueceu seu racismo em epoca de coronavirus contra chineses ta eu lembro,0.0
13794,irei contactar meus advogados para processar o covid- china atila para com crimes contra a humanidade.,0.0
16481,o covid e culpa nossa cara nao e conspiracao do governo nao e morcego nao e forca astral e nossa culpa nosso crescimento exponencial pra cima de lugares que nao deveriamos estar ocupando quanto mais a gente tentar submeter a natureza a nosso capricho e desejo pior fica,0.0
18783,"edward cullen, o vampiro de crepusculo morreu aos anos na pandemia de causada pelo h n . para salva-lo o dr. carlisle cullen o mordeu para transforma-lo num vampiro. a gripe espanhola criou um vampiro, e um morcego causou o covid- . agora robert pattinson e o batman.",0.0
21653,"video china registra novos casos de coronavirus, deles em pequim ",0.0
7217,covid- - dia de marco de - cerca de casos confirmados - dia de abril de - mais de mil casos confirmados - dia de maio de - alguem chuta? metas do governo e jairbolsonaro - tirar o mandetta e moro - confusao com a china ,0.0
18498,resumo de - possivel terceira guerra mundial - queimadas na australia - coronavirus - quarentena - demissao do ministro da saude - ultrapassamos a china em numero de mortos - greve nos eua - princessa diana assasinada blacklifesmatters ficaemcasa ,0.0
7552,"o enfrentamento da pandemia exige dialogo, respeito e uniao. parabens ao min da saude, lhmandetta pela iniciativa de aproximacao c a china, q concentra a maior parte dos equipamentos de protecao as equipes de saude e tratamento de pacientes do coronavirus. todoapoioamandetta ",0.0
15153,um estudo feito na china comprovou a presenca do novo coronavirus em morcegos locais megacurioso ,0.0
9894, cirogomes oms a mesma que escondeu o covid e tentar acobertar a china !!!,0.0
22881,carne brasileira que ia pra china nao vai mais por causa da covid . miriamleitao globonews covid china carne exportacao ,0.0
9710, realdonaldtrump sr presidente. eu fiz dossie fevereiro de sobre a origem do covid- . eu pesquiso sobre isso desde janeiro de . se quiser saber mais me procure. o virus realmente saiu do laboratorio da china. isso nao e fake news. abracos.,0.0
9620,veja o que eu compartilhei nobel de medicina diz que covid- saiu de laboratorio na china - renova midia miui ,0.0
1289,"a mais recente noticia do coronavirus na china central vem da provincia de henan. um bebe infectado com apenas dias de nascido, foi tratado e curado. hoje ele recebeu alta medica, trazendo esperanca a todos. ",0.0
17606,imagina a gente sobrevive ao covid- e a china lanca o covid- s plus max pro.,0.0
6815," antnioc o antagonista e verdade, do mesmo jeito q nao existem mortes na china e no restante do mundo. a covid- e uma grande conspiracao da midia socialista em complo com o trump q e um agente do comunismo enrustido para derrubar o bolsonaro. se orienta sujeito. para de gastar a nossa paciencia.",0.0
19656," carlosbolsonaro ue, mas voces mesmos estavam criticando a china por omitir dados sobre a covid, agora voces fazem a mesma coisa e tudo bem? e o gado claro, jamais veria essa contradicao, pq e tao cego pra defender seu politico de estimacao, assim como os petistas.",0.0
22355," leilaaguia jairbolsonaro lamento sua perda e sua revolta , mas sinto lhe informar que seu pai nao foi o unico a morrer com essa peste chinesa , o stf passou a responsabilidade de combate ao covid para seu governador cobre dele alguma resposta e pesames por sua perda.",0.0
18930,"eu e carollinack comecamos pela manha falando do coronavirus, depois comecamos a falar da china, logo depois foi a conspiracao do michael jackson e por ai vai...",0.0
17035,china alerta para nova guerra fria com os eua por pandemia do coronavirus via uolnoticias uol,0.0
15039,"a italia doou equipamentos a china para ajuda no combate ao covid- . quando a italia precisou, a china vendeu os mesmos equipamentos a italia. e ainda tem gente canalha o bastante para defender a china nessa historia toda... aculpaedachina",0.0
17581," anafischer poxa, o mp nao vai processar o coronavirus? a china? ora ora...",0.0
5030,estados unidos passam a china em numero de casos de coronavirus news gazetadodia,0.0
2193," estadao guerra biologica . coronavirus finda na china daqui ha dias , italia segue caminhos da china .",0.0
20615, bernardopkuster a china com a pandemia lucrou comprando empresas mais baratas desvalorizadas em funcao do covid- . agora querem lucrar mais com um mal que produziram. e ai? vao aceitar isso ??? daqui a pouco as doses terao de se repetir quando terminar a validade. criaram uma fonte de renda?,0.0
12140,a china rexeita unha investigacion politizada sobre a orixe do coronavirus ,0.0
22197,china planeja acelerar compras agricolas dos eua apos reuniao bloomberg china coronavirus eua internacional,0.0
4070," mauroso taffabotafogo jeferso wilsonwitzel o coronavirus ta rolando na china desde novembro mas escondiam dados, por isso se chama covid- , desde ta rolando e eles escondendo tudo la. ",0.0
20172,"o presidente desde o inicio afirmou que seriamos enganados com essa historia do virus chines covid- ! confiem no presidente, ele esta la para cumprir missoes e uma delas e alcar o povo ao poder! bolsonarotemrazao",1.0
20483," adalva dennisonthenet claudiacores desses mil, mil foram fraudados, mortes por outras causas . sobram mil que ja tinham outras doencas e idade avancada e que o virus chines agravou o quadro. teve bandido assassinado com atestado de covid- . sera que o virus chines estava na bala?",0.0
11918,"o corona virus foi encontrado no ar em dois hospitais em wuhan, china, os primeiros exemplos do mundo real de que a transmissao aerea pode ser possivel. airborne coronavirus detected in wuhan hospitals ",0.0
1608,"se a china queria foder o ocidente, conseguiu sua guerra biologica usando o vetor do coronavirus atingiu o coracao da europa, de todo o mundo ocidental. comunista e assim nao recua jamais, mesmo ao custo da propria vida. a china vai tambem para o vinagre. essa gripinha matou.",1.0
3224,china autoriza teste em humanos de vacina contra o coronavirus ,0.0
9107,os estados unidos sao os salteadores da atualidade. o proprio brasil busca outras rotas para trazer da china os milhoes de epis para combate ao coronavirus. trump bloqueia nacoes e saqueia os paises solidariedade salva vidas ,0.0
17225," ricksenra voce n deve ter feito esse levantamento nesses veiculos nos meses passados, mas em fevereiro china estava trending no mundo inteiro. depois foi italia em marco. depois foi espanha ainda em marco. depois foi usa em abril. agora e brasil em maio. covid- e trending no mundo todo!",0.0
22238," brancomedeiros gripezinha leilaaguia jairbolsonaro ah ta! e no brasil quantas cidades inteiras foram fechadas sem nenhum caso de covid? acorde pra realidade. a china fechou uma cidade inteira nao, ela fechou a provincia. porque ela nao fechou tudo que nem os malucos no brasil?",0.0
9872," mariadorosario duvido, duvido! que dessas mortes todas sao de covid- , duvido! ppde botar nessa co ta, diabetes, cancer, dengue, aids, e o cacete a quatro. o virus chines exoste? sim, claro, mas colocar tudo na conta dele estao de sacanagem. e so pra constar, a senhora e uma inutil.",0.0
15347, diogomainardi o animador do twitter como sempre noticiando o apocalipse. torcedor do coronavirus. toma vergonha. ate o governador comunista ja autorizou o uso do bolsoquina para tratar o virus chines.,0.0
8838,"as h horario de brasilia , o ibovespa subia , , aos . pontos, repercutindo os indicadores da china e as perspectivas de reducao do numero de infeccoes pela covid- . b mercados ",0.0
146,"to bem triste com esse role de mulan nao estreiar na china por causa do coronavirus. o filme foi carissimo, e foi feito com muito respeito a china, para agradar primeiramente o publico de la e agora foi por agua a baixo. ",0.0
5056,"o fato de laboratorios na china e nos eua terem comecado testes com seres humanos nao significa que as vacinas contra a covid- estao praticamente prontas, ou que seu desenvolvimento esteja proximo do fim. confira coronavirusnobrasil coronavirusfacts",0.0
11046,"harbin, a cidade que agora enfrenta o maior surto de coronavirus na china ",0.0
4812, forbesbr a ultima vez que o mundo confiou nas informacoes que vinham da china o coronavirus era so uma epidemia localizada em uma unica regiao daquele pais sem riscos de uma pandemia.,0.0
17927,"fico pasmado quando oico a cs a dizer que os casos de covid foram ultrapassados do que a china... quando sabemos que a china oculta tudo o que seja negativo ao regime esta cs sao uns expert na materia, dasss",0.0
23571,"e feriado na china, o do bote do dragao, e verao e as pessoas andam sem mascaras em varias partes do pais. isso tem um por que controle de casos a partir de testes depois de uma quarentena rigorosa quando a covid- surgiu. ",0.0
20505,"governador jdoriajr faz um anuncio historico nao so para o brasil, mas para o mundo. uma parceria entre a china e o instituto butanta possibilitara a realizacao de testes e a producao de vacina contra o coronavirus no estado de sao paulo.",0.0
11944,"gente, voces tem nocao que o brasil ultrapassou a china no numero de obitos por coronavirus? nosso pais alcancou a marca de . mortes e o bolsonaro, vulgo presidente disse e dai? lamento. quer que eu faca o que? eu sou messias, mas nao faco milagre que nojo, podreeeee",0.0
14839,"confinamento e reimposto a cidade de jilin, no nordeste da china, apos novos casos de covid- mundo g ",0.0
14835,covid- china acusa eua de calunia apos denuncia de espionagem sobre vacinas covid china eua vacina otempo ,0.0
8520,hey corona coronavirus covid covid viruschina china hashtag ,1.0
14114," hindenburg bbcbrasil os dois primeiros casos confirmados de covid- no vietna foram registrados no fim de janeiro. em o de fevereiro, a vietnam airlines interrompeu todos os voos para china, taiwan e hong kong. a fronteira com a china foi fechada dias depois. ",0.0
20360,"a china pediu a comunidade internacional que reprima a desinformacao sobre a pandemia da covid- , dizendo que as mentiras e os rumores contra a china envenenam seriamente os esforcos globais contra a epidemia. ",0.0
12562," a china nao vai aprender nada com o coronavirus, diz dissidente ai weiwei via observadorpt",0.0
7370,"acabei de ler que um nene de meses morreu por conta do covid- , o virus que tem no brasil nao e o mesmo que tem na china mano ! slc",0.0
14130,"pressao contra china nos e.u.a. escala depois que alemaes disseram que eles esconderam informacoes sobre coronavirus a china escondeu o virus do mundo por tras do escudo da organizacao mundial da saude , disse o consultor comercial da casa branca ",0.0
22327, juliool jane nicolau vinicioslopesde mara castro brunoenglerdm jairbolsonaro produzir para a populacao tomar para combater o covid ou pra combater a malaria. o presidente autorizou pois tinha planos para usar no combate do virus chines. se tivessem deixado o povo usar nao teria morrido tanta gente.,1.0
19090,"o coronavirus nasceu na china, cresceu na italia, estudou na franca, fez pos na espanha, doutorado nos estados unidos e veio fazer politica no brasil.",0.0
22019,"covid- china doa materiais medicos guine-bissau o governo chines ofereceu esta quinta-feira, de junho de , o segundo lote de materiais medicos ao governo da guine-bissau, no ambito da luta contra o novo... ",0.0
8890,"a china e uma ditadura que, por decadas, impos uma politica de um filho por familia sob pena de esterilizacao forcada. mas eles nao podem fechar o mercado do fazendeiro do inferno? coronavirus wetmarkets ",0.0
3460," jairbolsonaro ministerio da defesa da china revelou, em comunicado citado pela imprensa internacional, que desenvolveu com sucesso uma vacina contra o novo coronavirus sars-cov- e autorizou que sejam realizados testes em humanos. otima noticia presidente jairbolsonaro tomara que de certo ",0.0
4379," embaixadachina se a china ja tem a vacina contra o patogeno do covid- , logo, o paciente zero e chines. a questao e se vao repassar gratuitamente a formula aos demais paises ?",0.0
